연번,호선,고유역번호(외부역코드),역명,승하차구분,수송연월,승하차인원수
3300,2,208,왕십리(성동구청),하차,2022-07,8105
3301,2,209,한양대,승차,2022-07,2273
3302,2,209,한양대,하차,2022-07,2410
3303,2,210,뚝섬,승차,2022-07,10099
3304,2,210,뚝섬,하차,2022-07,10311
3305,2,211,성수,승차,2022-07,24585
3306,2,211,성수,하차,2022-07,24959
3307,2,212,건대입구,승차,2022-07,14802
3308,2,212,건대입구,하차,2022-07,16186
3309,2,213,구의(광진구청),승차,2022-07,15478
3310,2,213,구의(광진구청),하차,2022-07,15051
3311,2,214,강변(동서울터미널),승차,2022-07,15208
3312,2,214,강변(동서울터미널),하차,2022-07,14203
3313,2,215,잠실나루,승차,2022-07,9817
3314,2,215,잠실나루,하차,2022-07,9628
3315,2,216,잠실(송파구청),승차,2022-07,30805
3316,2,216,잠실(송파구청),하차,2022-07,28910
3317,2,217,잠실새내,승차,2022-07,10686
3318,2,217,잠실새내,하차,2022-07,10499
3319,2,218,종합운동장,승차,2022-07,6041
3320,2,218,종합운동장,하차,2022-07,6126
3321,2,219,삼성(무역센터),승차,2022-07,18362
3322,2,219,삼성(무역센터),하차,2022-07,17666
3323,2,220,선릉,승차,2022-07,26612
3324,2,220,선릉,하차,2022-07,23086
3325,2,221,역삼,승차,2022-07,22842
3326,2,221,역삼,하차,2022-07,23517
3327,2,222,강남,승차,2022-07,24604
3328,2,222,강남,하차,2022-07,22025
3329,2,223,교대(법원.검찰청),승차,2022-07,15196
3330,2,223,교대(법원.검찰청),하차,2022-07,16723
3331,2,224,서초,승차,2022-07,9565
3332,2,224,서초,하차,2022-07,9219
3333,2,225,방배,승차,2022-07,7384
3334,2,225,방배,하차,2022-07,7401
3335,2,226,사당,승차,2022-07,22848
3336,2,226,사당,하차,2022-07,21834
3337,2,227,낙성대(강감찬),승차,2022-07,14730
3338,2,227,낙성대(강감찬),하차,2022-07,14625
3339,2,228,서울대입구(관악구청),승차,2022-07,24496
3340,2,228,서울대입구(관악구청),하차,2022-07,23040
3341,2,229,봉천,승차,2022-07,22952
3342,2,229,봉천,하차,2022-07,21808
3343,2,230,신림,승차,2022-07,34136
3344,2,230,신림,하차,2022-07,33257
3345,2,231,신대방,승차,2022-07,19151
3346,2,231,신대방,하차,2022-07,18626
3347,2,232,구로디지털단지,승차,2022-07,28512
3348,2,232,구로디지털단지,하차,2022-07,29094
3349,2,233,대림(구로구청),승차,2022-07,18487
3350,2,233,대림(구로구청),하차,2022-07,18845
3351,2,234,신도림,승차,2022-07,31627
3352,2,234,신도림,하차,2022-07,29530
3353,2,235,문래,승차,2022-07,12734
3354,2,235,문래,하차,2022-07,12208
3355,2,236,영등포구청,승차,2022-07,17485
3356,2,236,영등포구청,하차,2022-07,17295
3357,2,237,당산,승차,2022-07,8642
3358,2,237,당산,하차,2022-07,9354
3359,2,238,합정,승차,2022-07,11518
3360,2,238,합정,하차,2022-07,11823
3361,2,239,홍대입구,승차,2022-07,19057
3362,2,239,홍대입구,하차,2022-07,18839
3363,2,240,신촌,승차,2022-07,19553
3364,2,240,신촌,하차,2022-07,18024
3365,2,241,이대,승차,2022-07,7178
3366,2,241,이대,하차,2022-07,7768
3367,2,242,아현,승차,2022-07,9376
3368,2,242,아현,하차,2022-07,8923
3369,2,243,충정로(경기대입구),승차,2022-07,7731
3370,2,243,충정로(경기대입구),하차,2022-07,7931
3371,2,244,용답,승차,2022-07,2357
3372,2,244,용답,하차,2022-07,2306
3373,2,245,신답,승차,2022-07,1342
3374,2,245,신답,하차,2022-07,1357
3375,2,246,신설동,승차,2022-07,5053
3376,2,246,신설동,하차,2022-07,4979
3377,2,247,도림천,승차,2022-07,947
3378,2,247,도림천,하차,2022-07,1044
3379,2,248,양천구청,승차,2022-07,6230
3380,2,248,양천구청,하차,2022-07,6045
3381,2,249,신정네거리,승차,2022-07,9467
3382,2,249,신정네거리,하차,2022-07,9621
3383,2,250,용두(동대문구청),승차,2022-07,3086
3384,2,250,용두(동대문구청),하차,2022-07,3159
3385,3,309,지축,승차,2022-07,4641
3386,3,309,지축,하차,2022-07,4353
3387,3,310,구파발,승차,2022-07,16111
3388,3,310,구파발,하차,2022-07,15316
3389,3,311,연신내,승차,2022-07,34421
3390,3,311,연신내,하차,2022-07,31797
3391,3,312,불광,승차,2022-07,16259
3392,3,312,불광,하차,2022-07,17780
3393,3,313,녹번,승차,2022-07,10088
3394,3,313,녹번,하차,2022-07,9713
3395,3,314,홍제,승차,2022-07,16269
3396,3,314,홍제,하차,2022-07,15730
3397,3,315,무악재,승차,2022-07,3283
3398,3,315,무악재,하차,2022-07,3309
3399,3,316,독립문,승차,2022-07,8052
3400,3,316,독립문,하차,2022-07,7745
3401,3,317,경복궁(정부서울청사),승차,2022-07,11230
3402,3,317,경복궁(정부서울청사),하차,2022-07,11084
3403,3,318,안국,승차,2022-07,10692
3404,3,318,안국,하차,2022-07,10797
3405,3,319,종로3가,승차,2022-07,9037
3406,3,319,종로3가,하차,2022-07,10200
3407,3,320,을지로3가,승차,2022-07,5608
3408,3,320,을지로3가,하차,2022-07,5810
3409,3,322,동대입구,승차,2022-07,4469
3410,3,322,동대입구,하차,2022-07,4637
3411,3,323,약수,승차,2022-07,10698
3412,3,323,약수,하차,2022-07,9750
3413,3,324,금호,승차,2022-07,5243
3414,3,324,금호,하차,2022-07,4826
3415,3,325,옥수,승차,2022-07,5462
3416,3,325,옥수,하차,2022-07,5363
3417,3,326,압구정,승차,2022-07,11880
3418,3,326,압구정,하차,2022-07,11763
3419,3,327,신사,승차,2022-07,8707
3420,3,327,신사,하차,2022-07,8719
3421,3,328,잠원,승차,2022-07,2732
3422,3,328,잠원,하차,2022-07,2499
3423,3,329,고속터미널,승차,2022-07,21584
3424,3,329,고속터미널,하차,2022-07,20804
3425,3,330,교대(법원.검찰청),승차,2022-07,6898
3426,3,330,교대(법원.검찰청),하차,2022-07,4190
3427,3,331,남부터미널(예술의전당),승차,2022-07,13694
3428,3,331,남부터미널(예술의전당),하차,2022-07,13661
3429,3,332,양재(서초구청),승차,2022-07,15881
3430,3,332,양재(서초구청),하차,2022-07,16189
3431,3,333,매봉,승차,2022-07,5955
3432,3,333,매봉,하차,2022-07,5275
3433,3,334,도곡,승차,2022-07,2044
3434,3,334,도곡,하차,2022-07,1841
3435,3,335,대치,승차,2022-07,4781
3436,3,335,대치,하차,2022-07,4577
3437,3,336,학여울,승차,2022-07,1587
3438,3,336,학여울,하차,2022-07,1463
3439,3,337,대청,승차,2022-07,8378
3440,3,337,대청,하차,2022-07,7778
3441,3,338,일원,승차,2022-07,8230
3442,3,338,일원,하차,2022-07,7683
3443,3,339,수서,승차,2022-07,19209
3444,3,339,수서,하차,2022-07,18355
3445,3,340,가락시장,승차,2022-07,7247
3446,3,340,가락시장,하차,2022-07,6861
3447,3,341,경찰병원,승차,2022-07,4892
3448,3,341,경찰병원,하차,2022-07,4794
3449,3,342,오금,승차,2022-07,3882
3450,3,342,오금,하차,2022-07,3468
3451,4,409,당고개,승차,2022-07,12054
3452,4,409,당고개,하차,2022-07,11230
3453,4,410,상계,승차,2022-07,19019
3454,4,410,상계,하차,2022-07,18194
3455,4,411,노원,승차,2022-07,15822
3456,4,411,노원,하차,2022-07,15881
3457,4,412,창동,승차,2022-07,25754
3458,4,412,창동,하차,2022-07,26466
3459,4,413,쌍문,승차,2022-07,22366
3460,4,413,쌍문,하차,2022-07,21130
3461,4,414,수유(강북구청),승차,2022-07,30557
3462,4,414,수유(강북구청),하차,2022-07,30415
3463,4,415,미아(서울사이버대학),승차,2022-07,16365
3464,4,415,미아(서울사이버대학),하차,2022-07,16070
3465,4,416,미아사거리,승차,2022-07,27176
3466,4,416,미아사거리,하차,2022-07,25941
3467,4,417,길음,승차,2022-07,14644
3468,4,417,길음,하차,2022-07,14124
3469,4,418,성신여대입구(돈암),승차,2022-07,11943
3470,4,418,성신여대입구(돈암),하차,2022-07,11512
3471,4,419,한성대입구(삼선교),승차,2022-07,8199
3472,4,419,한성대입구(삼선교),하차,2022-07,7975
3473,4,420,혜화,승차,2022-07,23677
3474,4,420,혜화,하차,2022-07,22248
3475,4,421,동대문,승차,2022-07,19766
3476,4,421,동대문,하차,2022-07,19471
3477,4,422,동대문역사문화공원(DDP),승차,2022-07,8803
3478,4,422,동대문역사문화공원(DDP),하차,2022-07,7714
3479,4,423,충무로,승차,2022-07,16228
3480,4,423,충무로,하차,2022-07,16433
3481,4,424,명동,승차,2022-07,9568
3482,4,424,명동,하차,2022-07,9623
3483,4,425,회현(남대문시장),승차,2022-07,18301
3484,4,425,회현(남대문시장),하차,2022-07,18337
3485,4,426,서울역,승차,2022-07,7226
3486,4,426,서울역,하차,2022-07,9313
3487,4,427,숙대입구(갈월),승차,2022-07,9528
3488,4,427,숙대입구(갈월),하차,2022-07,8947
3489,4,428,삼각지,승차,2022-07,3840
3490,4,428,삼각지,하차,2022-07,3864
3491,4,429,신용산,승차,2022-07,8890
3492,4,429,신용산,하차,2022-07,9133
3493,4,430,이촌(국립중앙박물관),승차,2022-07,4694
3494,4,430,이촌(국립중앙박물관),하차,2022-07,4507
3495,4,431,동작(현충원),승차,2022-07,1356
3496,4,431,동작(현충원),하차,2022-07,1379
3497,4,432,총신대입구(이수),승차,2022-07,13973
3498,4,432,총신대입구(이수),하차,2022-07,14089
3499,4,433,사당,승차,2022-07,10774
3500,4,433,사당,하차,2022-07,10694
3501,4,434,남태령,승차,2022-07,940
3502,4,434,남태령,하차,2022-07,760
3503,5,2511,방화,승차,2022-07,8673
3504,5,2511,방화,하차,2022-07,8250
3505,5,2512,개화산,승차,2022-07,7316
3506,5,2512,개화산,하차,2022-07,6696
3507,5,2513,김포공항,승차,2022-07,6990
3508,5,2513,김포공항,하차,2022-07,6707
3509,5,2514,송정,승차,2022-07,6799
3510,5,2514,송정,하차,2022-07,6344
3511,5,2515,마곡,승차,2022-07,7632
3512,5,2515,마곡,하차,2022-07,7038
3513,5,2516,발산,승차,2022-07,17586
3514,5,2516,발산,하차,2022-07,16828
3515,5,2517,우장산,승차,2022-07,11033
3516,5,2517,우장산,하차,2022-07,11314
3517,5,2518,화곡,승차,2022-07,22617
3518,5,2518,화곡,하차,2022-07,21453
3519,5,2519,까치산,승차,2022-07,23160
3520,5,2519,까치산,하차,2022-07,22729
3521,5,2520,신정(은행정),승차,2022-07,10200
3522,5,2520,신정(은행정),하차,2022-07,9163
3523,5,2521,목동,승차,2022-07,10731
3524,5,2521,목동,하차,2022-07,10962
3525,5,2522,오목교(목동운동장앞),승차,2022-07,12695
3526,5,2522,오목교(목동운동장앞),하차,2022-07,12187
3527,5,2523,양평,승차,2022-07,4700
3528,5,2523,양평,하차,2022-07,4693
3529,5,2524,영등포구청,승차,2022-07,3377
3530,5,2524,영등포구청,하차,2022-07,3276
3531,5,2525,영등포시장,승차,2022-07,9392
3532,5,2525,영등포시장,하차,2022-07,9201
3533,5,2526,신길,승차,2022-07,2313
3534,5,2526,신길,하차,2022-07,2206
3535,5,2527,여의도,승차,2022-07,9723
3536,5,2527,여의도,하차,2022-07,9450
3537,5,2528,여의나루,승차,2022-07,5411
3538,5,2528,여의나루,하차,2022-07,5411
3539,5,2529,마포,승차,2022-07,7055
3540,5,2529,마포,하차,2022-07,7126
3541,5,2530,공덕,승차,2022-07,6868
3542,5,2530,공덕,하차,2022-07,6560
3543,5,2531,애오개,승차,2022-07,5556
3544,5,2531,애오개,하차,2022-07,5306
3545,5,2532,충정로(경기대입구),승차,2022-07,2338
3546,5,2532,충정로(경기대입구),하차,2022-07,2190
3547,5,2533,서대문,승차,2022-07,10206
3548,5,2533,서대문,하차,2022-07,9595
3549,5,2534,광화문(세종문화회관),승차,2022-07,12911
3550,5,2534,광화문(세종문화회관),하차,2022-07,13019
3551,5,2535,종로3가,승차,2022-07,10335
3552,5,2535,종로3가,하차,2022-07,10425
3553,5,2536,을지로4가,승차,2022-07,4594
3554,5,2536,을지로4가,하차,2022-07,4835
3555,5,2537,동대문역사문화공원(DDP),승차,2022-07,1021
3556,5,2537,동대문역사문화공원(DDP),하차,2022-07,1173
3557,5,2538,청구,승차,2022-07,3479
3558,5,2538,청구,하차,2022-07,2669
3559,5,2539,신금호,승차,2022-07,5156
3560,5,2539,신금호,하차,2022-07,5455
3561,5,2540,행당,승차,2022-07,6209
3562,5,2540,행당,하차,2022-07,5555
3563,5,2541,왕십리(성동구청),승차,2022-07,3991
3564,5,2541,왕십리(성동구청),하차,2022-07,3853
3565,5,2542,마장,승차,2022-07,5538
3566,5,2542,마장,하차,2022-07,5292
3567,5,2543,답십리,승차,2022-07,11767
3568,5,2543,답십리,하차,2022-07,11173
3569,5,2544,장한평,승차,2022-07,14007
3570,5,2544,장한평,하차,2022-07,13691
3571,5,2545,군자(능동),승차,2022-07,7176
3572,5,2545,군자(능동),하차,2022-07,7489
3573,5,2546,아차산(어린이대공원후문),승차,2022-07,12753
3574,5,2546,아차산(어린이대공원후문),하차,2022-07,12430
3575,5,2547,광나루(장신대),승차,2022-07,7884
3576,5,2547,광나루(장신대),하차,2022-07,7074
3577,5,2548,천호(풍납토성),승차,2022-07,17285
3578,5,2548,천호(풍납토성),하차,2022-07,16628
3579,5,2549,강동,승차,2022-07,14966
3580,5,2549,강동,하차,2022-07,14380
3581,5,2550,길동,승차,2022-07,9457
3582,5,2550,길동,하차,2022-07,9237
3583,5,2551,굽은다리(강동구민회관앞),승차,2022-07,9985
3584,5,2551,굽은다리(강동구민회관앞),하차,2022-07,9120
3585,5,2552,명일,승차,2022-07,8122
3586,5,2552,명일,하차,2022-07,7800
3587,5,2553,고덕,승차,2022-07,8150
3588,5,2553,고덕,하차,2022-07,8053
3589,5,2554,상일동,승차,2022-07,10615
3590,5,2554,상일동,하차,2022-07,10017
3591,5,2555,둔촌동,승차,2022-07,7268
3592,5,2555,둔촌동,하차,2022-07,7105
3593,5,2556,올림픽공원(한국체대),승차,2022-07,3046
3594,5,2556,올림픽공원(한국체대),하차,2022-07,2712
3595,5,2557,방이,승차,2022-07,4735
3596,5,2557,방이,하차,2022-07,4472
3597,5,2558,오금,승차,2022-07,2767
3598,5,2558,오금,하차,2022-07,2643
3599,5,2559,개롱,승차,2022-07,6767
3600,5,2559,개롱,하차,2022-07,6486
3601,5,2560,거여,승차,2022-07,9461
3602,5,2560,거여,하차,2022-07,9035
3603,5,2561,마천,승차,2022-07,8415
3604,5,2561,마천,하차,2022-07,8067
3605,5,2562,강일,승차,2022-07,4923
3606,5,2562,강일,하차,2022-07,4692
3607,5,2563,미사,승차,2022-07,10564
3608,5,2563,미사,하차,2022-07,10412
3609,5,2564,하남풍산,승차,2022-07,3416
3610,5,2564,하남풍산,하차,2022-07,3365
3611,5,2565,하남시청(덕풍·신장),승차,2022-07,7394
3612,5,2565,하남시청(덕풍·신장),하차,2022-07,7287
3613,5,2566,하남검단산,승차,2022-07,5126
3614,5,2566,하남검단산,하차,2022-07,4956
3615,6,2611,응암,승차,2022-07,16404
3616,6,2611,응암,하차,2022-07,16143
3617,6,2612,역촌,승차,2022-07,4526
3618,6,2612,역촌,하차,2022-07,4129
3619,6,2613,불광,승차,2022-07,5906
3620,6,2613,불광,하차,2022-07,4843
3621,6,2614,독바위,승차,2022-07,2870
3622,6,2614,독바위,하차,2022-07,2970
3623,6,2616,구산,승차,2022-07,6995
3624,6,2616,구산,하차,2022-07,6684
3625,6,2617,새절(신사),승차,2022-07,11617
3626,6,2617,새절(신사),하차,2022-07,10808
3627,6,2618,증산(명지대앞),승차,2022-07,10512
3628,6,2618,증산(명지대앞),하차,2022-07,10380
3629,6,2619,디지털미디어시티,승차,2022-07,8281
3630,6,2619,디지털미디어시티,하차,2022-07,8620
3631,6,2620,월드컵경기장(성산),승차,2022-07,6288
3632,6,2620,월드컵경기장(성산),하차,2022-07,5990
3633,6,2621,마포구청,승차,2022-07,15161
3634,6,2621,마포구청,하차,2022-07,13660
3635,6,2622,망원,승차,2022-07,10630
3636,6,2622,망원,하차,2022-07,10904
3637,6,2623,합정,승차,2022-07,6089
3638,6,2623,합정,하차,2022-07,5708
3639,6,2624,상수,승차,2022-07,2691
3640,6,2624,상수,하차,2022-07,2599
3641,6,2625,광흥창(서강),승차,2022-07,5525
3642,6,2625,광흥창(서강),하차,2022-07,5361
3643,6,2626,대흥(서강대앞),승차,2022-07,5900
3644,6,2626,대흥(서강대앞),하차,2022-07,5700
3645,6,2627,공덕,승차,2022-07,9358
3646,6,2627,공덕,하차,2022-07,8388
3647,6,2628,효창공원앞,승차,2022-07,5042
3648,6,2628,효창공원앞,하차,2022-07,4472
3649,6,2629,삼각지,승차,2022-07,3170
3650,6,2629,삼각지,하차,2022-07,2388
3651,6,2630,녹사평(용산구청),승차,2022-07,2117
3652,6,2630,녹사평(용산구청),하차,2022-07,1966
3653,6,2631,이태원,승차,2022-07,4233
3654,6,2631,이태원,하차,2022-07,4315
3655,6,2632,한강진,승차,2022-07,2738
3656,6,2632,한강진,하차,2022-07,2758
3657,6,2633,버티고개,승차,2022-07,1186
3658,6,2633,버티고개,하차,2022-07,1210
3659,6,2634,약수,승차,2022-07,2748
3660,6,2634,약수,하차,2022-07,2535
3661,6,2635,청구,승차,2022-07,2785
3662,6,2635,청구,하차,2022-07,3341
3663,6,2636,신당,승차,2022-07,5395
3664,6,2636,신당,하차,2022-07,5057
3665,6,2637,동묘앞,승차,2022-07,9616
3666,6,2637,동묘앞,하차,2022-07,9082
3667,6,2638,창신,승차,2022-07,2750
3668,6,2638,창신,하차,2022-07,2509
3669,6,2639,보문,승차,2022-07,4295
3670,6,2639,보문,하차,2022-07,3802
3671,6,2640,안암(고대병원앞),승차,2022-07,5838
3672,6,2640,안암(고대병원앞),하차,2022-07,5549
3673,6,2641,고려대(종암),승차,2022-07,5563
3674,6,2641,고려대(종암),하차,2022-07,5212
3675,6,2642,월곡(동덕여대),승차,2022-07,9495
3676,6,2642,월곡(동덕여대),하차,2022-07,9024
3677,6,2643,상월곡(한국과학기술연구원),승차,2022-07,6122
3678,6,2643,상월곡(한국과학기술연구원),하차,2022-07,5745
3679,6,2644,돌곶이,승차,2022-07,8007
3680,6,2644,돌곶이,하차,2022-07,7374
3681,6,2645,석계,승차,2022-07,10628
3682,6,2645,석계,하차,2022-07,10213
3683,6,2646,태릉입구,승차,2022-07,4354
3684,6,2646,태릉입구,하차,2022-07,4189
3685,6,2647,화랑대(서울여대입구),승차,2022-07,6785
3686,6,2647,화랑대(서울여대입구),하차,2022-07,5879
3687,6,2648,봉화산(서울의료원),승차,2022-07,6808
3688,6,2648,봉화산(서울의료원),하차,2022-07,6509
3689,7,2711,장암,승차,2022-07,1686
3690,7,2711,장암,하차,2022-07,1239
3691,7,2712,도봉산,승차,2022-07,7180
3692,7,2712,도봉산,하차,2022-07,9275
3693,7,2713,수락산,승차,2022-07,12682
3694,7,2713,수락산,하차,2022-07,12564
3695,7,2714,마들,승차,2022-07,11484
3696,7,2714,마들,하차,2022-07,11020
3697,7,2715,노원,승차,2022-07,19111
3698,7,2715,노원,하차,2022-07,19041
3699,7,2716,중계,승차,2022-07,18575
3700,7,2716,중계,하차,2022-07,17181
3701,7,2717,하계,승차,2022-07,17400
3702,7,2717,하계,하차,2022-07,15881
3703,7,2718,공릉(서울과학기술대),승차,2022-07,11264
3704,7,2718,공릉(서울과학기술대),하차,2022-07,10961
3705,7,2719,태릉입구,승차,2022-07,6515
3706,7,2719,태릉입구,하차,2022-07,6213
3707,7,2720,먹골,승차,2022-07,9856
3708,7,2720,먹골,하차,2022-07,9856
3709,7,2721,중화,승차,2022-07,11136
3710,7,2721,중화,하차,2022-07,10663
3711,7,2722,상봉(시외버스터미널),승차,2022-07,12138
3712,7,2722,상봉(시외버스터미널),하차,2022-07,11390
3713,7,2723,면목,승차,2022-07,14508
3714,7,2723,면목,하차,2022-07,14408
3715,7,2724,사가정,승차,2022-07,14269
3716,7,2724,사가정,하차,2022-07,14125
3717,7,2725,용마산(용마폭포공원),승차,2022-07,6529
3718,7,2725,용마산(용마폭포공원),하차,2022-07,6736
3719,7,2726,중곡,승차,2022-07,12042
3720,7,2726,중곡,하차,2022-07,11486
3721,7,2727,군자(능동),승차,2022-07,11345
3722,7,2727,군자(능동),하차,2022-07,9865
3723,7,2728,어린이대공원(세종대),승차,2022-07,7295
3724,7,2728,어린이대공원(세종대),하차,2022-07,7030
3725,7,2729,건대입구,승차,2022-07,9464
3726,7,2729,건대입구,하차,2022-07,8264
3727,7,2730,뚝섬유원지,승차,2022-07,6129
3728,7,2730,뚝섬유원지,하차,2022-07,5898
3729,7,2731,청담,승차,2022-07,7658
3730,7,2731,청담,하차,2022-07,7471
3731,7,2732,강남구청,승차,2022-07,5911
3732,7,2732,강남구청,하차,2022-07,6055
3733,7,2733,학동,승차,2022-07,7598
3734,7,2733,학동,하차,2022-07,7390
3735,7,2734,논현,승차,2022-07,5754
3736,7,2734,논현,하차,2022-07,5851
3737,7,2735,반포,승차,2022-07,3208
3738,7,2735,반포,하차,2022-07,2889
3739,7,2736,고속터미널,승차,2022-07,8660
3740,7,2736,고속터미널,하차,2022-07,7539
3741,7,2737,내방,승차,2022-07,7047
3742,7,2737,내방,하차,2022-07,6993
3743,7,2738,이수,승차,2022-07,9406
3744,7,2738,이수,하차,2022-07,8801
3745,7,2739,남성,승차,2022-07,8495
3746,7,2739,남성,하차,2022-07,8161
3747,7,2740,숭실대입구(살피재),승차,2022-07,6537
3748,7,2740,숭실대입구(살피재),하차,2022-07,6874
3749,7,2741,상도,승차,2022-07,7513
3750,7,2741,상도,하차,2022-07,6880
3751,7,2742,장승배기,승차,2022-07,8561
3752,7,2742,장승배기,하차,2022-07,8276
3753,7,2743,신대방삼거리,승차,2022-07,11552
3754,7,2743,신대방삼거리,하차,2022-07,11705
3755,7,2744,보라매,승차,2022-07,5300
3756,7,2744,보라매,하차,2022-07,5367
3757,7,2745,신풍,승차,2022-07,10217
3758,7,2745,신풍,하차,2022-07,9578
3759,7,2746,대림(구로구청),승차,2022-07,6115
3760,7,2746,대림(구로구청),하차,2022-07,5668
3761,7,2747,남구로,승차,2022-07,11037
3762,7,2747,남구로,하차,2022-07,11024
3763,7,2748,가산디지털단지,승차,2022-07,19753
3764,7,2748,가산디지털단지,하차,2022-07,18915
3765,7,2749,철산,승차,2022-07,14023
3766,7,2749,철산,하차,2022-07,13545
3767,7,2750,광명사거리,승차,2022-07,19887
3768,7,2750,광명사거리,하차,2022-07,20033
3769,7,2751,천왕,승차,2022-07,9028
3770,7,2751,천왕,하차,2022-07,8846
3771,7,2752,온수(성공회대입구),승차,2022-07,6879
3772,7,2752,온수(성공회대입구),하차,2022-07,6483
3773,8,2811,암사,승차,2022-07,14460
3774,8,2811,암사,하차,2022-07,13641
3775,8,2812,천호(풍납토성),승차,2022-07,11580
3776,8,2812,천호(풍납토성),하차,2022-07,12096
3777,8,2813,강동구청,승차,2022-07,8056
3778,8,2813,강동구청,하차,2022-07,7895
3779,8,2814,몽촌토성(평화의문),승차,2022-07,3490
3780,8,2814,몽촌토성(평화의문),하차,2022-07,3511
3781,8,2815,잠실(송파구청),승차,2022-07,10823
3782,8,2815,잠실(송파구청),하차,2022-07,10040
3783,8,2816,석촌,승차,2022-07,6062
3784,8,2816,석촌,하차,2022-07,6180
3785,8,2817,송파,승차,2022-07,5539
3786,8,2817,송파,하차,2022-07,5340
3787,8,2818,가락시장,승차,2022-07,6272
3788,8,2818,가락시장,하차,2022-07,6285
3789,8,2819,문정,승차,2022-07,8848
3790,8,2819,문정,하차,2022-07,8902
3791,8,2820,장지,승차,2022-07,12611
3792,8,2820,장지,하차,2022-07,11637
3793,8,2821,복정,승차,2022-07,6082
3794,8,2821,복정,하차,2022-07,5832
3795,8,2822,산성,승차,2022-07,3903
3796,8,2822,산성,하차,2022-07,4320
3797,8,2823,남한산성입구(성남법원.검찰청),승차,2022-07,12406
3798,8,2823,남한산성입구(성남법원.검찰청),하차,2022-07,11485
3799,8,2824,단대오거리,승차,2022-07,12038
3800,8,2824,단대오거리,하차,2022-07,11339
3801,8,2825,신흥,승차,2022-07,6150
3802,8,2825,신흥,하차,2022-07,6321
3803,8,2826,수진,승차,2022-07,7416
3804,8,2826,수진,하차,2022-07,6988
3805,8,2827,모란,승차,2022-07,7586
3806,8,2827,모란,하차,2022-07,5590
3807,8,2828,남위례,승차,2022-07,3043
3808,8,2828,남위례,하차,2022-07,3169
3809,1,150,서울역,승차,2022-08,34208
3810,1,150,서울역,하차,2022-08,32236
3811,1,151,시청,승차,2022-08,13790
3812,1,151,시청,하차,2022-08,13537
3813,1,152,종각,승차,2022-08,20581
3814,1,152,종각,하차,2022-08,19023
3815,1,153,종로3가,승차,2022-08,33802
3816,1,153,종로3가,하차,2022-08,31790
3817,1,154,종로5가,승차,2022-08,26700
3818,1,154,종로5가,하차,2022-08,25615
3819,1,155,동대문,승차,2022-08,15478
3820,1,155,동대문,하차,2022-08,15085
3821,1,156,신설동,승차,2022-08,15105
3822,1,156,신설동,하차,2022-08,14655
3823,1,157,제기동,승차,2022-08,26171
3824,1,157,제기동,하차,2022-08,27346
3825,1,158,청량리(서울시립대입구),승차,2022-08,29798
3826,1,158,청량리(서울시립대입구),하차,2022-08,29008
3827,1,159,동묘앞,승차,2022-08,19851
3828,1,159,동묘앞,하차,2022-08,19595
3829,2,201,시청,승차,2022-08,8844
3830,2,201,시청,하차,2022-08,8066
3831,2,202,을지로입구,승차,2022-08,16090
3832,2,202,을지로입구,하차,2022-08,15423
3833,2,203,을지로3가,승차,2022-08,10174
3834,2,203,을지로3가,하차,2022-08,10063
3835,2,204,을지로4가,승차,2022-08,8910
3836,2,204,을지로4가,하차,2022-08,8506
3837,2,205,동대문역사문화공원(DDP),승차,2022-08,7648
3838,2,205,동대문역사문화공원(DDP),하차,2022-08,7935
3839,2,206,신당,승차,2022-08,12628
3840,2,206,신당,하차,2022-08,12776
3841,2,207,상왕십리,승차,2022-08,10283
3842,2,207,상왕십리,하차,2022-08,10202
3843,2,208,왕십리(성동구청),승차,2022-08,9596
3844,2,208,왕십리(성동구청),하차,2022-08,7786
3845,2,209,한양대,승차,2022-08,2389
3846,2,209,한양대,하차,2022-08,2463
3847,2,210,뚝섬,승차,2022-08,9877
3848,2,210,뚝섬,하차,2022-08,9897
3849,2,211,성수,승차,2022-08,23633
3850,2,211,성수,하차,2022-08,24174
3851,2,212,건대입구,승차,2022-08,14604
3852,2,212,건대입구,하차,2022-08,15809
3853,2,213,구의(광진구청),승차,2022-08,15410
3854,2,213,구의(광진구청),하차,2022-08,15027
3855,2,214,강변(동서울터미널),승차,2022-08,15204
3856,2,214,강변(동서울터미널),하차,2022-08,14303
3857,2,215,잠실나루,승차,2022-08,9664
3858,2,215,잠실나루,하차,2022-08,9414
3859,2,216,잠실(송파구청),승차,2022-08,30327
3860,2,216,잠실(송파구청),하차,2022-08,28034
3861,2,217,잠실새내,승차,2022-08,10567
3862,2,217,잠실새내,하차,2022-08,10274
3863,2,218,종합운동장,승차,2022-08,5280
3864,2,218,종합운동장,하차,2022-08,5543
3865,2,219,삼성(무역센터),승차,2022-08,17575
3866,2,219,삼성(무역센터),하차,2022-08,16746
3867,2,220,선릉,승차,2022-08,26135
3868,2,220,선릉,하차,2022-08,22966
3869,2,221,역삼,승차,2022-08,21805
3870,2,221,역삼,하차,2022-08,22404
3871,2,222,강남,승차,2022-08,23572
3872,2,222,강남,하차,2022-08,21069
3873,2,223,교대(법원.검찰청),승차,2022-08,14442
3874,2,223,교대(법원.검찰청),하차,2022-08,16047
3875,2,224,서초,승차,2022-08,9127
3876,2,224,서초,하차,2022-08,8644
3877,2,225,방배,승차,2022-08,7069
3878,2,225,방배,하차,2022-08,6934
